;;;Processo fechado;;Processo aberto;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Processo fechado;;Processo aberto;;;;;;;;;;;;;COMPRADO COM EMERGÊNCIA;;;;;;;;;;;;;;
;;;Processo cancelado;;Processo com pendência;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Cancelado pelo Fornecedor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mapa de Compras 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data P.C.;PO;Cotação;Fornecedor;Qtde;PN;Descrição;Finalidade;            Unitário;;Frete Interno;Frete Interno;Frete para ;Impostos;Custo Final;ESTORNO;Forma de;;Via;Invoice/NF;Rec. Data ;Tempo Dias;Observações;;;;;;;;;;
;;;;;;;;US$;R$;Brasil (R$);USA (US$);o Brasil (US$);R$;R$;;Pagto;;;;;;;;;;;;;;;;
07/01/2021;001/21;005/20;Juan - Inforedes;1;54-30074-01 ;Motherboard HP Alphaserver DS10;RJ9372;0,00;3350,00;0,00;0,00;0,00;0,00;3350,00;0,00;BOLETO;;CORREIOS;;;44203;;;;;;;;;;;
11/01/2021;002/21;000/00;ML-Modulus;1;Painel LCD R730;Painel LCD R730;RJ9376;0,00;200,00;60,00;0,00;0,00;0,00;260,00;0,00;BOLETO;;CORREIOS;;14/01/21;-3;;;;;;;;;;;
22/01/2021;003/21;090/20;Juan - Inforedes;1;1J90F;Precision Workstation R7910 - Placa mãe;RJ9376;0,00;4950,00;0,00;0,00;0,00;0,00;4950,00;0,00;BOLETO;;CORREIOS;;;44218;;;;;;;;;;;
25/01/2021;004/21;000/00;Juan - Inforedes;1;R7910;Servidor Precision R7910;Planejamento;0,00;12500,00;0,00;0,00;0,00;0,00;12500,00;0,00;6x no BOLETO;;CORREIOS;;;44221;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;0;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
